order_id,return_date,return_quantity,reason_returned,product_id
ID-2019-4357671,17/05/2019 00:00,1,Not Given,OFF-BI-10002684
IT-2019-1848090,18/10/2019 00:00,2,Not Given,OFF-LA-10002029
US-2019-4124088,07/10/2019 00:00,1,Not Given,TEC-PH-10002824
ES-2017-5156,21/06/2017 00:00,1,Not Needed,OFF-AR-10000594
ES-2018-5317285,25/12/2018 00:00,1,Not Needed,TEC-PH-10000309
CA-2019-281594,22/05/2019 00:00,1,Wrong Color,OFF-BI-10003638
ES-2019-3112156,21/07/2019 00:00,1,Not Needed,OFF-AR-10004825
MX-2017-4465909,17/12/2017 00:00,1,Not Given,TEC-PH-10002121
CA-2018-5721099,07/12/2018 00:00,1,Wrong Item,OFF-BI-10001890
IN-2019-3357584,16/02/2019 00:00,1,Not Given,FUR-FU-10001410
IR-2018-425208,26/07/2018 00:00,2,Not Given,TEC-EPS-10000053
ID-2017-4769970,20/09/2017 00:00,1,Wrong Item,OFF-LA-10000793
ES-2018-5322191,31/05/2018 00:00,1,Not Needed,OFF-AP-10004226
CA-2018-1291207,31/12/2018 00:00,1,Not Given,OFF-FA-10000621
ES-2018-3240729,27/10/2018 00:00,1,Not Given,OFF-AR-10000785
IN-2019-4207825,27/04/2019 00:00,1,Not Given,OFF-AR-10003554
CA-2019-5473927,09/05/2019 00:00,1,Wrong Item,OFF-ST-10004804
ES-2018-3020944,03/08/2018 00:00,1,Not Given,OFF-AR-10000785
US-2018-2496538,19/10/2018 00:00,1,Wrong Item,OFF-BI-10004654
IN-2018-5363639,16/11/2018 00:00,1,Wrong Item,TEC-PH-10002742
ES-2017-527550,01/12/2017 00:00,1,Not Given,OFF-EN-10003087
TU-2019-4387240,15/06/2019 00:00,1,Not Needed,OFF-BOS-10001386
IN-2019-4933414,03/09/2019 00:00,1,Wrong Item,OFF-AR-10002144
CA-2019-620128,21/09/2019 00:00,1,Not Needed,OFF-PA-10003657
MX-2018-2154905,29/08/2018 00:00,1,Wrong Item,OFF-LA-10003982
MZ-2019-2249950,31/07/2019 00:00,1,Not Needed,OFF-ADV-10003050
IT-2017-4496863,25/11/2017 00:00,1,Wrong Item,FUR-BO-10001039
ID-2019-3574781,28/02/2019 00:00,1,Wrong Color,FUR-FU-10000422
ES-2019-2683491,28/11/2019 00:00,1,Wrong Item,OFF-ST-10001999
TU-2016-502874,01/01/2017 00:00,1,Wrong Item,TEC-OKI-10003221
IT-2018-717288,11/11/2018 00:00,1,Wrong Item,TEC-PH-10002296
CA-2019-4185932,08/10/2019 00:00,1,Not Given,FUR-CH-10001215
MX-2017-1049978,01/05/2017 00:00,1,Wrong Item,OFF-SU-10001831
NI-2018-4130,24/03/2018 00:00,1,Wrong Color,OFF-SAN-10000874
IN-2016-5252057,21/10/2016 00:00,1,Wrong Item,OFF-SU-10002448
IN-2019-24066,08/10/2019 00:00,3,Not Needed,OFF-BI-10003018
MX-2017-288968,14/07/2017 00:00,1,Not Needed,OFF-BI-10001662
IN-2017-3033271,17/10/2017 00:00,1,Not Given,OFF-ST-10003206
CA-2019-3579329,03/01/2020 00:00,1,Not Given,TEC-PH-10003072
CA-2019-1225616,09/10/2019 00:00,1,Wrong Color,FUR-FU-10002759
IN-2019-3351012,02/05/2019 00:00,1,Wrong Item,TEC-CO-10004535
CA-2018-3611623,07/08/2018 00:00,1,Not Given,OFF-EAT-10000820
TU-2019-920271,14/06/2019 00:00,1,Not Given,FUR-RUB-10000958
ES-2019-4429067,29/05/2019 00:00,1,Not Given,OFF-ST-10004367
ES-2019-5083356,10/01/2020 00:00,2,Wrong Item,OFF-BI-10000289
IT-2019-1170600,11/02/2019 00:00,1,Not Given,TEC-MA-10000327
IN-2019-469269,14/08/2019 00:00,1,Not Needed,OFF-SU-10002732
NI-2019-636894,21/06/2019 00:00,1,Not Given,OFF-ELD-10002578
MX-2019-791020,27/01/2019 00:00,1,Wrong Color,OFF-LA-10003955
IN-2017-5447266,13/06/2017 00:00,1,Not Given,OFF-FA-10004398
CA-2019-3084032,09/04/2019 00:00,1,Not Given,FUR-CH-10003973
IN-2018-4146040,21/01/2019 00:00,1,Wrong Item,TEC-MA-10003178
ES-2019-3639058,23/07/2019 00:00,1,Wrong Item,OFF-BI-10004628
ES-2018-1405934,02/02/2018 00:00,1,Not Given,OFF-AR-10000066
MX-2019-5136706,28/11/2019 00:00,1,Wrong Item,OFF-ST-10004549
US-2019-191023,01/10/2019 00:00,2,Wrong Color,OFF-PA-10001972
ES-2018-3746022,31/01/2018 00:00,1,Wrong Color,OFF-AR-10003829
CA-2019-5798086,15/11/2019 00:00,2,Not Given,OFF-BI-10001308
MO-2020-4803879,24/01/2020 00:00,1,Wrong Color,TEC-MEM-10002524
CA-2018-818760,02/12/2018 00:00,1,Not Given,FUR-FU-10001918
MO-2019-1117134,09/06/2019 00:00,1,Not Given,OFF-STA-10002719
IT-2018-5335968,31/08/2018 00:00,1,Wrong Color,OFF-ST-10001213
ID-2018-2174416,29/10/2018 00:00,1,Not Given,OFF-SU-10002448
IN-2019-1524392,27/04/2019 00:00,1,Wrong Color,OFF-ST-10000268
US-2018-1199243,24/06/2018 00:00,1,Not Given,OFF-EN-10003272
US-2019-2876877,08/01/2020 00:00,1,Not Given,OFF-EN-10003448
CA-2019-3843894,26/03/2019 00:00,1,Wrong Color,OFF-BI-10000343
CA-2019-5908382,03/08/2019 00:00,1,Wrong Item,OFF-PA-10003790
CA-2019-2413741,16/01/2020 00:00,1,Not Given,OFF-AP-10001947
IN-2019-5256029,09/10/2019 00:00,1,Not Given,TEC-AC-10003407
IN-2017-852215,07/09/2017 00:00,1,Not Given,OFF-AP-10003500
ES-2019-3922301,20/08/2019 00:00,1,Wrong Item,OFF-ST-10002539
IT-2018-3349849,10/10/2018 00:00,1,Not Needed,OFF-BI-10000563
TU-2016-5042747,21/11/2016 00:00,1,Wrong Item,FUR-SAF-10004664
MX-2019-3388106,20/10/2019 00:00,1,Wrong Color,OFF-PA-10001685
SF-2019-4239606,03/12/2019 00:00,1,Wrong Item,TEC-ENE-10003801
ES-2019-5125917,07/09/2019 00:00,1,Not Given,OFF-BI-10004903
CA-2019-355227,18/11/2019 00:00,1,Wrong Item,OFF-AR-10003514
US-2018-2506549,08/07/2018 00:00,1,Not Given,TEC-CO-10000135
TU-2019-1385214,10/12/2019 00:00,1,Wrong Item,FUR-ADV-10004395
ES-2019-4041958,08/08/2019 00:00,1,Not Given,FUR-FU-10000361
US-2019-1482830,15/12/2019 00:00,1,Wrong Color,OFF-EN-10002926
ID-2017-44173,24/11/2017 00:00,1,Not Given,FUR-FU-10000339
CA-2019-1372704,18/09/2019 00:00,1,Wrong Color,OFF-PA-10002479
IN-2019-3554439,19/06/2019 00:00,1,Not Given,OFF-FA-10002011
MX-2020-4117260,27/01/2020 00:00,1,Wrong Item,OFF-AP-10002531
IN-2019-38272,28/12/2019 00:00,1,Not Given,OFF-LA-10004400
IN-2017-3045767,14/12/2017 00:00,1,Wrong Color,OFF-FA-10002890
ES-2017-5892790,27/09/2017 00:00,1,Wrong Item,TEC-PH-10002597
IN-2018-64851,29/05/2018 00:00,1,Wrong Color,FUR-CH-10003551
US-2019-2101260,30/07/2019 00:00,1,Not Given,FUR-FU-10000747
CA-2019-2551194,03/05/2019 00:00,1,Wrong Item,OFF-EN-10002600
UP-2019-5737595,30/08/2019 00:00,1,Wrong Color,OFF-ADV-10001124
MX-2019-642412,25/11/2019 00:00,1,Not Given,FUR-BO-10004452
IN-2020-1740590,01/02/2020 00:00,1,Wrong Color,OFF-AP-10002057
US-2018-1688656,23/01/2019 00:00,1,Not Given,OFF-AR-10004752
IN-2019-376340,22/12/2019 00:00,1,Wrong Item,OFF-BI-10002627
MX-2019-432143,04/05/2019 00:00,1,Wrong Item,FUR-TA-10001642
CA-2016-2163030,22/11/2016 00:00,1,Wrong Color,OFF-BI-10001249
IN-2019-1276410,16/12/2019 00:00,1,Not Needed,TEC-PH-10002683
ID-2019-2258633,01/04/2019 00:00,1,Wrong Item,OFF-SU-10001308
TU-2018-578684,22/10/2018 00:00,2,Wrong Item,OFF-CUI-10000682
US-2016-3941272,31/10/2016 00:00,1,Wrong Color,TEC-CO-10001818
MX-2019-1976977,30/11/2019 00:00,1,Not Given,OFF-EN-10000606
ES-2016-2646066,12/09/2016 00:00,1,Wrong Item,OFF-SU-10000906
IR-2017-1071206,05/01/2018 00:00,2,Not Needed,TEC-MOT-10002560
CA-2019-430260,26/11/2019 00:00,1,Not Given,OFF-BI-10000174
RS-2019-3756569,12/08/2019 00:00,2,Wrong Item,OFF-SAN-10003285
CA-2018-2284294,13/10/2018 00:00,1,Wrong Item,FUR-FU-10004963
ID-2019-2039734,02/01/2020 00:00,1,Not Needed,FUR-CH-10002228
IN-2018-5364771,17/01/2019 00:00,1,Wrong Color,OFF-BI-10003142
IN-2018-3348496,02/09/2018 00:00,1,Wrong Item,TEC-PH-10001805
MX-2018-2146485,25/10/2018 00:00,1,Wrong Item,FUR-FU-10002696
CA-2019-1693614,13/12/2019 00:00,1,Wrong Item,OFF-BI-10001636
MX-2019-3181529,23/06/2019 00:00,1,Not Given,OFF-BI-10004275
IN-2019-2367612,25/10/2019 00:00,3,Not Needed,OFF-BI-10003018
ES-2019-3255991,29/09/2019 00:00,1,Not Needed,OFF-AR-10000219
ID-2019-3319558,17/05/2019 00:00,1,Wrong Color,TEC-AC-10003408
IN-2018-2049746,03/03/2018 00:00,1,Wrong Color,TEC-AC-10001611
CA-2019-4505136,29/09/2019 00:00,1,Wrong Color,OFF-AP-10003040
CA-2018-63503,01/11/2018 00:00,1,Wrong Item,OFF-ST-10002615
US-2019-384436,28/10/2019 00:00,1,Wrong Item,OFF-LA-10003285
IN-2019-5797410,19/12/2019 00:00,1,Not Given,FUR-CH-10003965
IN-2016-5711939,26/12/2016 00:00,1,Not Needed,FUR-FU-10000514
ES-2019-2577785,14/02/2019 00:00,1,Wrong Color,TEC-PH-10004028
ES-2020-2183501,16/02/2020 00:00,1,Not Given,OFF-SU-10004279
IN-2017-5431632,10/12/2017 00:00,1,Wrong Item,OFF-AP-10002351
ES-2019-5565861,04/11/2019 00:00,1,Not Given,OFF-AR-10001418
US-2017-2495432,12/12/2017 00:00,1,Not Needed,TEC-AC-10004620
IT-2019-2699606,12/11/2019 00:00,1,Wrong Item,TEC-AC-10002670
US-2019-3163789,17/06/2019 00:00,1,Not Given,OFF-FA-10001175
ES-2019-1634886,02/01/2020 00:00,2,Wrong Item,OFF-ST-10003764
NI-2018-3942345,04/03/2018 00:00,1,Wrong Color,OFF-BOS-10002340
IT-2018-2047140,26/10/2018 00:00,1,Not Given,OFF-ST-10000430
ID-2019-1479626,13/09/2019 00:00,1,Wrong Color,OFF-BI-10001967
ES-2018-5919396,27/09/2018 00:00,1,Not Given,TEC-PH-10003963
ES-2019-408189,09/12/2019 00:00,1,Wrong Item,OFF-BI-10003917
IN-2019-5348,13/05/2019 00:00,1,Not Needed,FUR-FU-10000783
ES-2019-2027748,07/08/2019 00:00,1,Not Needed,FUR-CH-10003540
ES-2016-1268618,19/07/2016 00:00,1,Not Given,OFF-BI-10000289
US-2019-2749301,05/03/2019 00:00,1,Not Needed,OFF-AR-10004010
IN-2019-4782530,05/04/2019 00:00,1,Wrong Item,TEC-CO-10004535
IN-2017-5838114,20/06/2017 00:00,1,Not Needed,OFF-FA-10002597
MX-2019-996995,30/09/2019 00:00,1,Not Given,FUR-CH-10004993
ID-2016-3177370,14/10/2016 00:00,1,Not Given,TEC-MA-10000354
US-2019-3188749,25/12/2019 00:00,1,Not Given,FUR-TA-10001572
IT-2018-199907,28/06/2018 00:00,1,Not Given,OFF-BI-10001723
IN-2019-3002624,05/11/2019 00:00,1,Not Needed,OFF-FA-10002459
TZ-2018-4360,08/02/2018 00:00,1,Wrong Color,OFF-SME-10003752
MX-2017-2252513,10/01/2018 00:00,1,Not Given,OFF-AR-10002380
US-2017-62570,15/05/2017 00:00,1,Not Given,TEC-AC-10003690
IN-2019-4200050,26/08/2019 00:00,1,Wrong Color,FUR-TA-10002571
CA-2018-596936,02/01/2019 00:00,1,Wrong Color,OFF-AR-10000034
IN-2019-4798347,21/11/2019 00:00,1,Not Given,TEC-CO-10004997
CA-2019-4414763,11/10/2019 00:00,1,Not Given,FUR-CH-10002320
MX-2019-2475915,16/12/2019 00:00,1,Not Given,OFF-FA-10003961
ES-2018-2036923,28/12/2018 00:00,1,Not Given,OFF-AP-10002476
MO-2019-356795,14/06/2019 00:00,1,Not Given,OFF-STA-10002719
NI-2017-5450838,15/11/2017 00:00,1,Not Given,FUR-NOV-10003754
MX-2018-4107583,15/10/2018 00:00,1,Wrong Color,FUR-CH-10003706
ID-2017-2453871,03/11/2017 00:00,1,Not Given,FUR-FU-10002890
CA-2018-3366927,11/07/2018 00:00,1,Wrong Item,OFF-PA-10001745
NI-2019-5177240,21/12/2019 00:00,1,Not Given,OFF-CAR-10003030
ID-2019-1531437,07/07/2019 00:00,1,Wrong Color,FUR-FU-10004797
ES-2019-2365011,29/06/2019 00:00,1,Wrong Item,OFF-AR-10001068
CA-2019-2216368,27/08/2019 00:00,1,Wrong Color,OFF-PA-10004609
IN-2019-1762544,26/02/2019 00:00,1,Not Given,FUR-FU-10001410
UZ-2019-3264481,11/08/2019 00:00,1,Wrong Item,OFF-ENE-10002104
US-2019-328259,21/10/2019 00:00,1,Wrong Item,OFF-LA-10004969
IT-2018-4984817,22/12/2018 00:00,1,Not Given,TEC-CO-10001633
ES-2018-894162,19/12/2018 00:00,1,Wrong Item,OFF-AR-10000659
IZ-2017-3094446,06/06/2017 00:00,1,Not Given,TEC-STA-10000546
IN-2019-4170174,13/06/2019 00:00,1,Wrong Item,FUR-BO-10004852
US-2016-2842546,14/01/2017 00:00,1,Wrong Color,OFF-ST-10004382
CA-2018-1754305,19/12/2018 00:00,1,Not Needed,FUR-FU-10000672
US-2019-1246355,06/02/2019 00:00,1,Wrong Color,OFF-SU-10004884
IN-2018-5289850,14/06/2018 00:00,1,Not Needed,FUR-CH-10002344
MX-2019-3027809,03/01/2020 00:00,1,Wrong Item,OFF-BI-10001533
ID-2018-5842878,01/10/2018 00:00,1,Wrong Item,OFF-SU-10000062
ES-2018-5263181,19/01/2019 00:00,1,Wrong Item,OFF-FA-10004257
ES-2017-5138653,15/06/2017 00:00,1,Not Needed,OFF-AR-10000594
IN-2018-4629759,10/08/2018 00:00,1,Wrong Item,OFF-AP-10003380
TU-2019-4669871,04/12/2019 00:00,1,Wrong Item,FUR-ADV-10004395
IN-2019-3449143,20/12/2019 00:00,2,Wrong Color,OFF-PA-10003332
ES-2019-3656738,31/08/2019 00:00,1,Not Given,OFF-AR-10003651
ES-2019-2069938,09/08/2019 00:00,1,Not Given,OFF-EN-10003933
IN-2019-4958782,02/10/2019 00:00,1,Not Needed,OFF-SU-10002732
IN-2018-482498,15/06/2018 00:00,1,Not Needed,TEC-PH-10000297
IN-2019-3698114,22/08/2019 00:00,1,Not Given,TEC-PH-10003491
IN-2018-4613354,16/07/2018 00:00,1,Not Needed,OFF-BI-10002594
CA-2019-1362805,20/09/2019 00:00,1,Not Needed,OFF-BI-10002824
US-2019-275075,17/10/2019 00:00,2,Wrong Color,OFF-PA-10001972
US-2019-2515520,14/06/2019 00:00,1,Not Given,OFF-SU-10001185
MX-2019-3671343,28/09/2019 00:00,1,Not Given,TEC-CO-10001037
US-2020-4140019,01/02/2020 00:00,1,Not Given,FUR-FU-10001791
ES-2020-4393868,26/02/2020 00:00,1,Not Given,OFF-SU-10004279
MX-2018-127866,06/03/2018 00:00,3,Not Given,OFF-ST-10003459
ES-2017-5309832,12/12/2017 00:00,1,Not Needed,TEC-CO-10000011
CA-2019-1874445,31/07/2019 00:00,1,Wrong Item,OFF-BI-10003429
MX-2019-5585062,25/11/2019 00:00,1,Wrong Color,OFF-BI-10003934
IT-2018-4407048,23/01/2018 00:00,1,Not Needed,TEC-CO-10000013
CA-2018-5308423,29/05/2018 00:00,1,Wrong Item,OFF-ST-10003656
US-2019-2774009,05/10/2019 00:00,1,Wrong Color,OFF-FA-10001843
TU-2019-1686443,29/12/2019 00:00,1,Wrong Item,OFF-HAR-10004011
US-2019-3814932,26/11/2019 00:00,1,Wrong Color,OFF-BI-10003984
IN-2019-4826276,10/12/2019 00:00,1,Not Given,FUR-BO-10002736
IN-2019-5961115,04/06/2019 00:00,1,Wrong Item,OFF-EN-10001315
CA-2019-3908191,23/06/2019 00:00,1,Not Given,TEC-AC-10000927
CA-2018-1888701,03/04/2018 00:00,1,Not Given,OFF-AP-10001205
CA-2019-5342590,02/10/2019 00:00,1,Not Given,OFF-AP-10000804
TU-2019-2444981,17/12/2019 00:00,1,Wrong Item,FUR-ADV-10004395
US-2019-4670021,04/09/2019 00:00,1,Wrong Item,OFF-EN-10003111
CA-2019-619168,01/12/2019 00:00,1,Not Given,OFF-BI-10003274
IT-2019-752767,28/04/2019 00:00,1,Wrong Item,OFF-FA-10004239
ID-2019-1859482,06/07/2019 00:00,1,Not Given,OFF-BI-10002684
TU-2018-5672552,23/08/2018 00:00,1,Wrong Item,FUR-BUS-10002639
ES-2019-3994167,17/08/2019 00:00,1,Wrong Item,FUR-FU-10001366
ES-2019-5685912,15/08/2019 00:00,1,Not Given,OFF-BI-10004801
US-2019-1862171,27/09/2019 00:00,1,Not Given,OFF-ST-10001954
IN-2019-3023515,17/04/2019 00:00,1,Not Given,OFF-BI-10001808
US-2017-468829,23/07/2017 00:00,1,Not Given,TEC-AC-10002370
TZ-2018-4011095,05/01/2018 00:00,1,Wrong Color,OFF-SME-10003752
US-2019-2324370,25/12/2019 00:00,1,Wrong Color,OFF-EN-10002926
ES-2018-1043206,28/06/2018 00:00,1,Not Needed,FUR-CH-10004910
IN-2020-3153000,19/01/2020 00:00,1,Wrong Item,OFF-AR-10000780
IN-2019-4322153,17/07/2019 00:00,1,Not Given,FUR-CH-10003512
TU-2018-3981338,27/10/2018 00:00,1,Not Given,TEC-MOT-10004345
IN-2018-5044086,07/08/2018 00:00,1,Not Given,OFF-PA-10004727
IN-2019-2858588,21/12/2019 00:00,1,Not Given,OFF-SU-10002649
EG-2019-4280566,03/06/2019 00:00,1,Wrong Item,OFF-ROG-10004949
CA-2017-5832856,20/07/2017 00:00,1,Wrong Item,FUR-FU-10003274
CA-2019-2469999,11/12/2019 00:00,1,Not Needed,OFF-AP-10003622
MX-2018-3541962,08/01/2019 00:00,1,Wrong Color,OFF-AR-10001991
MX-2019-2099068,14/07/2019 00:00,1,Wrong Item,OFF-FA-10002719
IN-2019-2353472,02/11/2019 00:00,1,Wrong Item,TEC-AC-10000398
IN-2017-5818101,01/07/2017 00:00,1,Wrong Item,OFF-SU-10002306
ES-2019-1081790,01/02/2019 00:00,1,Wrong Item,OFF-EN-10004904
CA-2019-2061651,11/03/2019 00:00,1,Not Needed,OFF-BI-10001097
TU-2019-4478442,09/07/2019 00:00,1,Not Given,FUR-RUB-10000958
IN-2019-4346506,12/11/2019 00:00,1,Not Needed,OFF-ST-10003547
CA-2019-2652710,04/07/2019 00:00,1,Wrong Item,OFF-EN-10001141
MX-2017-5283486,28/07/2017 00:00,1,Not Needed,OFF-FA-10003879
IN-2019-2111830,07/08/2019 00:00,1,Not Given,TEC-CO-10001407
CA-2019-191743,16/09/2019 00:00,1,Wrong Item,TEC-AC-10004666
MX-2019-2396542,14/03/2019 00:00,1,Not Given,OFF-FA-10003879
CA-2019-2230413,18/10/2019 00:00,1,Wrong Item,FUR-TA-10001771
US-2019-232133,18/01/2020 00:00,1,Not Needed,FUR-FU-10004790
RW-2019-5690003,21/03/2019 00:00,1,Not Needed,OFF-BIN-10000308
IT-2019-1359286,27/11/2019 00:00,1,Not Given,FUR-BO-10000514
IT-2019-3762156,24/05/2019 00:00,1,Not Given,FUR-CH-10002819
CA-2018-4603049,15/12/2018 00:00,2,Not Given,OFF-ST-10003805
MX-2018-3759860,12/12/2018 00:00,1,Wrong Item,OFF-LA-10002469
ES-2019-4305242,30/09/2019 00:00,1,Not Given,FUR-BO-10004560
ES-2018-3294055,26/12/2018 00:00,1,Not Needed,TEC-CO-10002269
MX-2019-2536200,23/11/2019 00:00,2,Not Needed,OFF-ST-10000990
MX-2018-4270780,03/01/2019 00:00,1,Wrong Item,FUR-CH-10002088
ES-2019-3435505,17/11/2019 00:00,1,Wrong Item,OFF-BI-10003999
MX-2019-445438,03/05/2019 00:00,1,Not Needed,OFF-FA-10001237
KE-2019-283851,05/12/2019 00:00,1,Not Given,TEC-OKI-10003221
ES-2019-4180438,22/10/2019 00:00,1,Not Given,FUR-BO-10004709
US-2019-4609001,13/10/2019 00:00,1,Not Given,FUR-CH-10001282
US-2018-4083754,12/12/2018 00:00,1,Not Given,TEC-AC-10002153
CA-2019-3441278,17/01/2020 00:00,1,Not Needed,OFF-PA-10001970
CA-2018-4038737,30/03/2018 00:00,1,Not Given,OFF-PA-10001954
MX-2019-5317651,13/05/2019 00:00,1,Wrong Item,OFF-LA-10001677
IT-2018-3335403,16/02/2018 00:00,1,Wrong Color,FUR-CH-10004506
IN-2018-32917,03/12/2018 00:00,1,Wrong Color,FUR-CH-10002940
CA-2018-1372870,09/12/2018 00:00,1,Wrong Item,OFF-PA-10003893
IN-2017-2483766,14/04/2017 00:00,1,Not Needed,OFF-LA-10002465
CA-2019-4754889,06/08/2019 00:00,1,Wrong Color,OFF-BI-10001989
IT-2019-258609,16/06/2019 00:00,1,Not Given,OFF-AR-10000505
IT-2019-3150692,05/08/2019 00:00,1,Not Given,FUR-FU-10001438
ES-2018-3414327,07/09/2018 00:00,1,Wrong Item,OFF-FA-10004344
MO-2019-2564500,01/01/2020 00:00,1,Wrong Color,TEC-MEM-10002524
US-2017-5593310,26/08/2017 00:00,1,Not Given,TEC-PH-10000169
IN-2018-739606,17/12/2018 00:00,1,Wrong Item,TEC-AC-10003895
ID-2019-3158029,20/03/2019 00:00,1,Not Given,TEC-PH-10001699
ES-2019-2148932,27/11/2019 00:00,1,Not Given,OFF-AR-10001418
IN-2019-5109973,21/09/2019 00:00,1,Not Needed,OFF-EN-10002985
US-2019-159205,19/04/2019 00:00,1,Wrong Color,FUR-FU-10001591
MX-2019-875124,29/05/2019 00:00,2,Not Given,OFF-FA-10003929
ES-2018-698824,06/09/2018 00:00,1,Not Given,OFF-BI-10003774
MX-2019-949920,21/06/2019 00:00,1,Wrong Item,OFF-BI-10003503
IN-2019-1652973,03/12/2019 00:00,1,Wrong Color,OFF-BI-10002446
MZ-2019-2746698,19/06/2019 00:00,1,Not Needed,OFF-ADV-10003050
ES-2019-875198,07/06/2019 00:00,1,Wrong Item,OFF-AR-10001068
IT-2018-1988214,16/02/2018 00:00,1,Wrong Color,FUR-CH-10001582
CA-2017-3022192,28/02/2017 00:00,1,Wrong Color,FUR-BO-10001811
IN-2019-15872,19/10/2019 00:00,1,Not Needed,OFF-PA-10000453
LY-2016-2056525,31/10/2016 00:00,1,Not Given,OFF-WIL-10003308
CA-2019-5300438,27/10/2019 00:00,1,Not Given,TEC-AC-10003610
MX-2019-989128,01/12/2019 00:00,1,Wrong Item,OFF-AR-10001072
ID-2018-2865690,04/10/2018 00:00,1,Not Given,OFF-LA-10003396
ES-2019-1350078,13/02/2019 00:00,1,Wrong Item,TEC-PH-10004162
ID-2019-67357,08/12/2019 00:00,1,Not Needed,OFF-LA-10000425
IT-2018-1539452,04/09/2018 00:00,1,Not Needed,OFF-BI-10000563
IN-2017-5630983,08/01/2018 00:00,1,Wrong Item,FUR-BO-10003661
US-2018-3797089,13/09/2018 00:00,1,Not Given,OFF-AR-10004772
MX-2019-1529667,01/07/2019 00:00,1,Wrong Color,TEC-AC-10003955
ID-2018-4643329,11/06/2018 00:00,1,Not Needed,FUR-FU-10003012
CA-2018-245464,16/08/2018 00:00,1,Not Given,OFF-FA-10000735
ES-2018-2097556,01/09/2018 00:00,1,Wrong Color,OFF-ST-10001050
IN-2018-5222805,22/07/2018 00:00,1,Not Given,FUR-CH-10004082
MX-2017-2997580,15/11/2017 00:00,1,Not Given,OFF-AR-10001694
IT-2019-4612737,12/06/2019 00:00,1,Wrong Item,TEC-PH-10003916
IN-2019-5035678,07/10/2019 00:00,1,Wrong Color,OFF-EN-10000975
MX-2019-4233816,24/03/2019 00:00,1,Not Given,TEC-AC-10002712
ES-2020-2770453,18/02/2020 00:00,1,Wrong Item,TEC-PH-10001432
ES-2018-1196605,15/09/2018 00:00,1,Wrong Item,OFF-LA-10001618
MX-2019-1694514,24/05/2019 00:00,1,Wrong Item,OFF-FA-10002719
IN-2017-80706,14/05/2017 00:00,1,Not Given,OFF-FA-10004398
MR-2018-2384525,25/06/2018 00:00,1,Not Given,TEC-STA-10003081
IN-2017-1780456,07/11/2017 00:00,1,Not Given,OFF-SU-10001407
ES-2018-2558646,05/04/2018 00:00,2,Not Given,OFF-AR-10000110
IN-2019-2490403,17/04/2019 00:00,1,Not Given,TEC-CO-10002674
ES-2018-308729,06/11/2018 00:00,1,Not Needed,TEC-CO-10002269
ZA-2019-4236046,02/10/2019 00:00,1,Not Given,OFF-NOV-10000808
TU-2019-2746035,28/08/2019 00:00,1,Not Given,FUR-DAN-10002967
IR-2019-4562404,17/11/2019 00:00,1,Wrong Item,OFF-ROG-10004393
ID-2019-5414351,15/02/2019 00:00,1,Wrong Color,OFF-FA-10004698
CA-2018-5684046,23/10/2018 00:00,1,Wrong Item,OFF-ST-10002756
ZA-2019-2409257,17/10/2019 00:00,1,Not Given,OFF-NOV-10002610
MX-2019-5136131,05/12/2019 00:00,1,Wrong Color,OFF-BI-10003373
IN-2019-85035,05/12/2019 00:00,1,Not Given,OFF-ST-10003206
ES-2019-3179068,22/03/2019 00:00,1,Wrong Color,TEC-PH-10004028
MX-2019-5633386,12/12/2019 00:00,1,Wrong Item,OFF-AR-10003914
IN-2019-296269,20/01/2020 00:00,1,Wrong Item,FUR-TA-10003078
BU-2018-107250,24/10/2018 00:00,1,Not Given,OFF-AVE-10003549
MX-2018-1501321,19/09/2018 00:00,1,Wrong Item,OFF-SU-10004316
ES-2019-4380110,15/10/2019 00:00,1,Not Needed,OFF-AR-10000219
IN-2019-1750789,17/04/2019 00:00,1,Not Given,TEC-CO-10001895
IV-2019-1068259,26/06/2019 00:00,1,Not Given,TEC-CAN-10004556
MX-2019-5782188,05/01/2020 00:00,1,Wrong Item,TEC-PH-10003877
IT-2018-5107228,17/10/2018 00:00,1,Wrong Color,OFF-LA-10002651
IN-2017-637765,15/02/2017 00:00,1,Not Given,TEC-AC-10003570
CA-2016-3821599,15/09/2016 00:00,1,Not Given,OFF-PA-10003063
IN-2018-1236643,11/09/2018 00:00,1,Not Given,FUR-FU-10001130
SF-2020-1175907,25/01/2020 00:00,1,Wrong Item,TEC-ENE-10003801
CA-2019-3862960,19/07/2019 00:00,1,Wrong Item,OFF-EN-10001141
IN-2018-47960,13/01/2018 00:00,1,Wrong Color,OFF-EN-10004590
SA-2019-971669,21/09/2019 00:00,1,Not Needed,OFF-ROG-10001399
CA-2019-1002484,09/11/2019 00:00,1,Not Given,TEC-PH-10001817
CA-2018-383289,26/08/2018 00:00,1,Not Needed,TEC-AC-10004209
ES-2019-5210360,20/12/2019 00:00,1,Not Given,FUR-CH-10004047
US-2017-1234608,23/01/2017 00:00,1,Not Given,FUR-CH-10004725
IT-2018-344347,16/07/2018 00:00,1,Wrong Item,OFF-ST-10003153
MX-2018-1494835,30/01/2018 00:00,1,Not Given,OFF-EN-10002372
IN-2018-1343021,31/08/2018 00:00,1,Wrong Item,OFF-ST-10002505
CA-2018-2483414,20/12/2018 00:00,1,Not Given,TEC-PH-10000586
IT-2019-5858778,25/02/2019 00:00,1,Not Given,FUR-BO-10002003
